22/09/30 13:31:17 INFO TaskSetManager: Finished task 70.0 in stage 1.0 (TID 170) in 27627 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 12) (71/100)
22/09/30 13:31:17 INFO TaskSetManager: Finished task 71.0 in stage 1.0 (TID 171) in 26780 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 4) (72/100)
22/09/30 13:31:20 INFO TaskSetManager: Finished task 69.0 in stage 1.0 (TID 169) in 30959 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 13) (73/100)
22/09/30 13:31:20 INFO TaskSetManager: Finished task 73.0 in stage 1.0 (TID 173) in 28977 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 1) (74/100)
22/09/30 13:31:21 INFO TaskSetManager: Finished task 74.0 in stage 1.0 (TID 174) in 29396 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 18) (75/100)
22/09/30 13:31:22 INFO TaskSetManager: Finished task 75.0 in stage 1.0 (TID 175) in 28633 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 10) (76/100)
22/09/30 13:31:23 INFO TaskSetManager: Finished task 78.0 in stage 1.0 (TID 178) in 25683 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 17) (77/100)
22/09/30 13:31:23 INFO TaskSetManager: Finished task 76.0 in stage 1.0 (TID 176) in 30072 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 14) (78/100)
22/09/30 13:31:26 INFO TaskSetManager: Finished task 79.0 in stage 1.0 (TID 179) in 29017 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 5) (79/100)
22/09/30 13:31:27 INFO TaskSetManager: Finished task 77.0 in stage 1.0 (TID 177) in 32556 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 8) (80/100)
22/09/30 13:31:27 INFO TaskSetManager: Finished task 80.0 in stage 1.0 (TID 180) in 29717 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 16) (81/100)
22/09/30 13:31:28 INFO TaskSetManager: Finished task 81.0 in stage 1.0 (TID 181) in 29325 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 11) (82/100)
22/09/30 13:31:28 INFO TaskSetManager: Finished task 82.0 in stage 1.0 (TID 182) in 29354 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 2) (83/100)
22/09/30 13:31:29 INFO TaskSetManager: Finished task 83.0 in stage 1.0 (TID 183) in 28438 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 20) (84/100)
22/09/30 13:31:32 INFO TaskSetManager: Finished task 84.0 in stage 1.0 (TID 184) in 26481 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 15) (85/100)
22/09/30 13:31:33 INFO TaskSetManager: Finished task 85.0 in stage 1.0 (TID 185) in 24997 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 6) (86/100)
22/09/30 13:31:36 INFO TaskSetManager: Finished task 86.0 in stage 1.0 (TID 186) in 25337 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 21) (87/100)
22/09/30 13:31:37 INFO TaskSetManager: Finished task 88.0 in stage 1.0 (TID 188) in 24086 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 3) (88/100)
22/09/30 13:31:38 INFO TaskSetManager: Finished task 87.0 in stage 1.0 (TID 187) in 26517 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 9) (89/100)
22/09/30 13:31:38 INFO TaskSetManager: Finished task 91.0 in stage 1.0 (TID 191) in 21467 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 12) (90/100)
22/09/30 13:31:40 INFO TaskSetManager: Finished task 90.0 in stage 1.0 (TID 190) in 23375 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 7) (91/100)
22/09/30 13:31:41 INFO TaskSetManager: Finished task 98.0 in stage 1.0 (TID 198) in 17560 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 14) (92/100)
22/09/30 13:31:41 INFO TaskSetManager: Finished task 97.0 in stage 1.0 (TID 197) in 18079 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 17) (93/100)
22/09/30 13:31:41 INFO TaskSetManager: Finished task 95.0 in stage 1.0 (TID 195) in 20665 ms on core-1-3.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 18) (94/100)
22/09/30 13:31:42 INFO TaskSetManager: Finished task 99.0 in stage 1.0 (TID 199) in 15596 ms on core-1-1.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 5) (95/100)
22/09/30 13:31:42 INFO TaskSetManager: Finished task 96.0 in stage 1.0 (TID 196) in 21047 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 10) (96/100)
22/09/30 13:31:44 INFO TaskSetManager: Finished task 92.0 in stage 1.0 (TID 192) in 27227 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 4) (97/100)
22/09/30 13:31:44 INFO TaskSetManager: Finished task 89.0 in stage 1.0 (TID 189) in 28906 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 19) (98/100)
22/09/30 13:31:45 INFO TaskSetManager: Finished task 94.0 in stage 1.0 (TID 194) in 24828 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 1) (99/100)
22/09/30 13:31:45 INFO TaskSetManager: Finished task 93.0 in stage 1.0 (TID 193) in 25185 ms on core-1-2.c-00b395538c73b373.cn-hangzhou.emr.aliyuncs.com (executor 13) (100/100)
